"Šifra";"Naziv proizvoda";"Brend";"Kategorija";"Aktualna cijena (EUR)";"Redovna cijena (EUR)";"Dostupne veličine";"Boja";"Dostupnost";"Poveznica"
"14634_1RED";"GEZER NATIKAČE";"GEZER";"Žensko - Obuća - Natikače";"15,99";"17,99";"37, 41";"crvena";"Dostupno";"https://woolf.hr/natikace-proizvod-11635/"
"09878_1BLACK";"GEZER NATIKAČE SANDALE";"GEZER";"Muško - Obuća - Natikače";"16,99";"18,99";"41, 45";"crna";"Dostupno";"https://woolf.hr/natikace-sandale-proizvod-11539/"
"09878_1BROWN";"GEZER NATIKAČE SANDALE";"GEZER";"Muško - Obuća - Natikače";"16,99";"18,99";"41, 45, 46";"smeda";"Dostupno";"https://woolf.hr/natikace-sandale-proizvod-11672/"
"02580_MAVI";"GEZER PAPUČE";"GEZER";"Dječje - Obuća - Papuče";"6,49";"10,49";"29";"pink";"Dostupno";"https://woolf.hr/papuce-proizvod-1980/"
"03085_RED_NAVY";"GEZER PAPUČE";"GEZER";"Dječje - Obuća - Papuče";"7,99";"9,09";"20, 21";"crvena]]><![CDATA[plava";"Dostupno";"https://woolf.hr/papuce-proizvod-7357/"
"03205";"GEZER PAPUČE";"GEZER";"Dječje - Obuća - Papuče";"9,09";"9,09";"20, 22, 25";"bijela";"Dostupno";"https://woolf.hr/papuce-proizvod-11155/"
"03034_BLUE";"GEZER TENISICE";"GEZER";"Dječje - Obuća - Tenisice";"7,99";"9,09";"22";"plava]]><![CDATA[zelena";"Dostupno";"https://woolf.hr/papuce-proizvod-6912/"
"02884_PINK";"GEZER TENISICE";"GEZER";"Dječje - Obuća - Tenisice";"7,99";"9,09";"21, 22, 23";"ljubicasta]]><![CDATA[pink";"Dostupno";"https://woolf.hr/papuce-proizvod-6917/"
"03101_BLACK";"GEZER TENISICE";"GEZER";"Dječje - Obuća - Papuče";"9,09";"9,09";"20, 21, 22";"crna]]><![CDATA[siva";"Dostupno";"https://woolf.hr/tenisice-proizvod-7139/"
"100_NAVY";"GIS KUĆNE PAPUČE";"GIS";"Žensko - Obuća - Papuče";"14,99";"16,99";"37";"plava";"Dostupno";"https://woolf.hr/kucne-papuce-proizvod-11140/"
"WT023_720074";"GT NAPINJAČ ZA CIPELE";"GT";"Žensko - Dodaci";"14,99";"14,99";"35-37";"zuta";"Dostupno";"https://woolf.hr/napinjac-za-cipele-proizvod-9716/"
"WT023_720075";"GT NAPINJAČ ZA CIPELE";"GT";"Žensko - Dodaci";"14,99";"14,99";"35-37";"zelena";"Dostupno";"https://woolf.hr/napinjac-za-cipele-proizvod-9717/"
"021218_BROWN";"GT SMEĐI SJAJ ZA CIPELE";"GT";"Žensko - Dodaci - Kreme za cipele";"2,49";"2,49";"";"smeda";"Dostupno";"https://woolf.hr/smedi-sjaj-za-cipele-proizvod-9249/"
"6120615_BLACK";"GT ULOŠCI ZIMSKI";"GT";"Žensko - Dodaci - Ulošci za cipele";"3,19";"3,19";"35-36";"crna";"Dostupno";"https://woolf.hr/ulosci-zimski-proizvod-9807/"
"HPM360_S041_WHITE";"HIT SHOES ANATOMSKE KLOMPE";"HIT SHOES";"Muško - Obuća - Anatomska obuća - Klompe";"18,99";"21,99";"41, 42";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-10344/"
"HPF352_S62_BROWN";"HIT SHOES ANATOMSKE KLOMPE";"HIT SHOES";"Žensko - Obuća - Anatomska obuća - Klompe";"18,99";"21,99";"37, 40";"sareno";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-10805/"
"HPF352_S12_WHITE";"HIT SHOES ANATOMSKE KLOMPE";"HIT SHOES";"Žensko - Obuća - Anatomska obuća - Klompe";"18,99";"21,99";"37";"bijela]]><![CDATA[sareno";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-10922/"
"HPM360_S042_WHITE";"HIT SHOES ANATOMSKE KLOMPE";"HIT SHOES";"Muško - Obuća - Anatomska obuća - Klompe";"19,99";"22,99";"45";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12291/"
"HPF352S003_BLACK";"HIT SHOES ANATOMSKE KLOMPE";"HIT SHOES";"Žensko - Obuća - Anatomska obuća - Klompe";"18,99";"22,99";"36, 37";"crna";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12294/"
"HPF352_S003BLACK";"HIT SHOES ANATOMSKE KLOMPE";"HIT SHOES";"Žensko - Obuća - Anatomska obuća - Klompe";"19,99";"24,99";"41";"crna";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12866/"
"HPF352_S001_PINKBUTERFY";"HIT SHOES ANATOMSKE KLOMPE";"HIT SHOES";"Žensko - Obuća - Anatomska obuća - Klompe";"21,99";"24,99";"38";"pink";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12867/"
"HG22883_GOLD";"HIT SHOES ANATOMSKE SANDALE";"HIT SHOES";"Žensko - Obuća - Sandale";"11,99";"15,79";"37";"zlatna";"Dostupno";"https://woolf.hr/anatomske-sandale-proizvod-6970/"
"QPF351_T001_BLACK";"HITNEX KUĆNE PAPUČE";"HITNEX";"Žensko - Obuća - Papuče - Kućne papuče";"6,49";"6,49";"37";"crna]]><![CDATA[sareno";"Dostupno";"https://woolf.hr/kucne-papuce-proizvod-8276/"
"QPF351_T001_BLUE";"HITNEX KUĆNE PAPUČE";"HITNEX";"Žensko - Obuća - Papuče - Kućne papuče";"6,49";"6,49";"38";"plava";"Dostupno";"https://woolf.hr/kucne-papuce-proizvod-8277/"
"QPF351_T001_PURPLE";"HITNEX KUĆNE PAPUČE";"HITNEX";"Žensko - Obuća - Papuče - Kućne papuče";"6,49";"6,49";"37";"ljubicasta]]><![CDATA[sareno";"Dostupno";"https://woolf.hr/kucne-papuce-proizvod-8278/"
"sm-001429";"Hollyland Hollyland Lark A1 Combo - bežični mikrofon";"Hollyland";"Uređaji - TEHNIKA - Mikrofoni";"69,99";"69,99";"";"";"Dostupno";"https://woolf.hr/hollyland-lark-a1-combo-bezicni-mikrofon-proizvod-12478/"
"sm-001436";"Hollyland Hollyland Lark A1 Duo - bežični mikrofon";"Hollyland";"Uređaji - TEHNIKA - Mikrofoni";"49,99";"49,99";"";"";"Dostupno";"https://woolf.hr/hollyland-lark-a1-duo-bezicni-mikrofon-proizvod-12562/"
"sm-001433";"Hollyland Hollyland Lark M2 Combo - bežični mikrofon";"Hollyland";"Uređaji - TEHNIKA - Mikrofoni";"159,00";"159,00";"";"";"Dostupno";"https://woolf.hr/hollyland-lark-m2-combo-bezicni-mikrofon-proizvod-12516/"
"sm-001430";"Hollyland Hollyland Lark M2 Mobile USB-C (Duo) - bežični mikrofon";"Hollyland";"Uređaji - TEHNIKA - Mikrofoni";"119,00";"119,00";"";"";"Dostupno";"https://woolf.hr/hollyland-lark-m2-mobile-usb-c-duo-bezicni-mikrofon-proizvod-12538/"
"sm-001437";"Hollyland Hollyland Lark MAX 2 Combo - bežični mikrofon";"Hollyland";"Uređaji - TEHNIKA - Mikrofoni";"269,00";"269,00";"";"";"Dostupno";"https://woolf.hr/hollyland-lark-max-2-combo-bezicni-mikrofon-proizvod-12451/"
"sm-001444";"Hollyland Hollyland Lark MAX 2 Ultimate Combo - bežični mikrofon sa OWS slušalicama";"Hollyland";"Uređaji - TEHNIKA - Mikrofoni";"319,00";"319,00";"";"";"Dostupno";"https://woolf.hr/hollyland-lark-max-2-ultimate-combo-bezicni-mikrofon-sa-ows-slusalicama-proizvod-12556/"
"sm-1040981";"HYPER GOGO HYPER GOGO Challenger 12 električni motocikl za djecu - narančasti";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"329,00";"329,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-challenger-12-elektricni-motocikl-za-djecu-narancasti-proizvod-12712/"
"sm-1040972";"HYPER GOGO HYPER GOGO Challenger 12 Plus (APP) električni motocikl za djecu - narančasti";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"499,00";"499,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-challenger-12-plus-app-elektricni-motocikl-za-djecu-narancasti-proizvod-12715/"
"sm-1020467";"HYPER GOGO HYPER GOGO Cruiser 12 električni motocikl za djecu - plavi";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"329,00";"329,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-elektricni-motocikl-za-djecu-plavi-proizvod-12721/"
"sm-1020487";"HYPER GOGO HYPER GOGO Cruiser 12 Plus (APP) električni motocikl za djecu - narančasti";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"499,00";"499,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-plus-app-elektricni-motocikl-za-djecu-narancasti-proizvod-12722/"
"sm-1020486";"HYPER GOGO HYPER GOGO Cruiser 12 Plus (APP) električni motocikl za djecu - plavi";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"499,00";"499,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-plus-app-elektricni-motocikl-za-djecu-plavi-proizvod-12713/"
"sm-1020488";"HYPER GOGO HYPER GOGO Cruiser 12 Plus (APP) električni motocikl za djecu - zeleni";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"499,00";"499,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-plus-app-elektricni-motocikl-za-djecu-zeleni-proizvod-12716/"
"sm-1034756";"HYPER GOGO HYPER GOGO Cruiser 12 Plus električni motocikl za djecu - crni";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"429,00";"429,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-plus-elektricni-motocikl-za-djecu-crni-proizvod-12723/"
"sm-1020472";"HYPER GOGO HYPER GOGO Cruiser 12 Plus električni motocikl za djecu - narančasti";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"429,00";"429,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-plus-elektricni-motocikl-za-djecu-narancasti-proizvod-12714/"
"sm-1020471";"HYPER GOGO HYPER GOGO Cruiser 12 Plus električni motocikl za djecu - plavi";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"429,00";"429,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-plus-elektricni-motocikl-za-djecu-plavi-proizvod-12717/"
"sm-1020473";"HYPER GOGO HYPER GOGO Cruiser 12 Plus električni motocikl za djecu - zeleni";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"429,00";"429,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-cruiser-12-plus-elektricni-motocikl-za-djecu-zeleni-proizvod-12724/"
"sm-1034180";"HYPER GOGO HYPER GOGO Pioneer 12 električni motocikl za djecu - crni";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"329,00";"329,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-pioneer-12-elektricni-motocikl-za-djecu-crni-proizvod-12720/"
"sm-1034184";"HYPER GOGO HYPER GOGO Pioneer 12 Plus električni motocikl za djecu - crni";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"429,00";"429,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-pioneer-12-plus-elektricni-motocikl-za-djecu-crni-proizvod-12725/"
"sm-1034186";"HYPER GOGO HYPER GOGO Pioneer 12 Plus električni motocikl za djecu - narančasti";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"429,00";"429,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-pioneer-12-plus-elektricni-motocikl-za-djecu-narancasti-proizvod-12719/"
"sm-1034187";"HYPER GOGO HYPER GOGO Pioneer 12 Plus električni motocikl za djecu - zeleni";"HYPER GOGO";"Uređaji - TEHNIKA - Električni motocikli";"429,00";"429,00";"";"";"Dostupno";"https://woolf.hr/hyper-gogo-pioneer-12-plus-elektricni-motocikl-za-djecu-zeleni-proizvod-12718/"
"EMY_RED";"IN DESIGNO TENISICE";"IN DESIGNO";"Žensko - Obuća - Tenisice";"19,99";"22,99";"38";"crvena";"Dostupno";"https://woolf.hr/tenisice-proizvod-12008/"
"83470_AO899_20812";"IPANEMA JAPANKE CLASSIC XII";"IPANEMA";"Žensko - Obuća - Japanke";"12,99";"17,99";"33-34";"plava]]><![CDATA[zelena";"Dostupno";"https://woolf.hr/japanke-classic-xii-proizvod-10450/"
"83621_AZ046_05809";"IPANEMA JAPANKE CLASSIC XIII KIDS";"IPANEMA";"Dječje - Obuća - Japanke";"13,99";"17,99";"25-26, 27-28, 29-30, 33-34";"pink";"Dostupno";"https://woolf.hr/japanke-classic-xiii-kids-proizvod-11513/"
"83582_AW914_08679";"IPANEMA JAPANKE CLASSICA HAPPY XII";"IPANEMA";"Žensko - Obuća - Japanke";"12,99";"15,99";"35-36, 43";"plava";"Dostupno";"https://woolf.hr/japanke-classica-happy-xii-proizvod-11500/"
"83543_AQ993_33665";"IPANEMA JAPANKE KIREI KIDS";"IPANEMA";"Dječje - Obuća - Japanke";"14,99";"19,99";"27";"pink";"Dostupno";"https://woolf.hr/japanke-kirei-kids-proizvod-10455/"
"83543_24006_41531";"IPANEMA JAPANKE KIREI KIDS";"IPANEMA";"Žensko - Obuća - Japanke";"14,99";"19,99";"30";"crna]]><![CDATA[zlatna";"Dostupno";"https://woolf.hr/japanke-kirei-kids-proizvod-10456/"
"82598_AS039_20676";"IPANEMA JAPANKE MAXI FASHION KIDS";"IPANEMA";"Dječje - Obuća - Japanke";"21,99";"28,99";"33-34";"pink";"Dostupno";"https://woolf.hr/japanke-maxi-fashion-kids-proizvod-10457/"
"83386_AJ500_02064";"IPANEMA JAPANKE MESH CHICK PLAT";"IPANEMA";"Žensko - Obuća - Japanke";"17,99";"29,99";"35-36";"pink]]><![CDATA[broncana";"Dostupno";"https://woolf.hr/japanke-mesh-chick-plat-proizvod-9122/"
"83609_AZ064_05809";"IPANEMA JAPANKE TEMAS XV KIDS";"IPANEMA";"Žensko - Obuća - Japanke";"13,99";"17,99";"25-26, 27-28, 29-30, 31-32, 33-34, 35-36";"siva";"Dostupno";"https://woolf.hr/japanke-temas-xv-kids-proizvod-11505/"
"83629_BC877_02007";"IPANEMA JAPANKE URBAN THONG AD";"IPANEMA";"Muško - Obuća - Japanke";"17,99";"27,99";"42";"plava";"Dostupno";"https://woolf.hr/japanke-urban-thong-ad-proizvod-11524/"
"83606_AW816_50230";"IPANEMA NATIKAČE MEU SOL";"IPANEMA";"Žensko - Obuća - Natikače";"21,99";"28,99";"37";"crna";"Dostupno";"https://woolf.hr/natikace-meu-sol-proizvod-10445/"
"83243_AS021_02102";"IPANEMA NATIKAČE RENDA II";"IPANEMA";"Žensko - Obuća - Natikače";"22,99";"25,99";"37";"bez";"Dostupno";"https://woolf.hr/natikace-renda-ii-proizvod-11495/"
"83244_20766_02234";"IPANEMA NATIKAČE STREET II";"IPANEMA";"Žensko - Obuća - Natikače";"22,99";"25,99";"37";"crna]]><![CDATA[siva";"Dostupno";"https://woolf.hr/natikace-street-ii-proizvod-9099/"
"83244_BD842_02102";"IPANEMA NATIKAČE STREET II";"IPANEMA";"Žensko - Obuća - Natikače";"20,99";"25,99";"37";"plava";"Dostupno";"https://woolf.hr/natikace-street-ii-proizvod-11501/"
"83349_AH867_05857";"IPANEMA NATIKAČE URBAN IV";"IPANEMA";"Dječje - Obuća - Natikače";"14,99";"19,99";"33-34";"plava";"Dostupno";"https://woolf.hr/natikace-urban-iv-proizvod-9105/"
"83349_AH869_05857";"IPANEMA NATIKAČE URBAN IV";"IPANEMA";"Dječje - Obuća - Natikače";"14,99";"19,99";"33-34";"zelena";"Dostupno";"https://woolf.hr/natikace-urban-iv-proizvod-9107/"
"83614_AY571_36063";"IPANEMA NATIKAČE URBAN SLIDE KIDS";"IPANEMA";"Dječje - Obuća - Natikače";"21,99";"24,99";"33-34";"plava";"Dostupno";"https://woolf.hr/natikace-urban-slide-kids-proizvod-11515/"
"83614_AY575_36063";"IPANEMA NATIKAČE URBAN SLIDE KIDS";"IPANEMA";"Dječje - Obuća - Natikače";"19,99";"24,99";"32, 37-38";"zelena";"Dostupno";"https://woolf.hr/natikace-urban-slide-kids-proizvod-11516/"
"26669_AB480_02064";"IPANEMA SANDALA CLASS ARTESANIA";"IPANEMA";"Žensko - Obuća - Sandale";"14,99";"24,99";"37";"crvena";"Dostupno";"https://woolf.hr/sandala-class-artesania-proizvod-9079/"
"83659_BB879_35357";"IPANEMA SANDALE BUTTERFLY BABY";"IPANEMA";"Dječje - Obuća - Sandale";"17,99";"22,99";"19-20, 21";"zelena";"Dostupno";"https://woolf.hr/sandale-butterfly-baby-proizvod-11507/"
"83585_AT220_33165";"IPANEMA SANDALE CLASS BLOWN UP";"IPANEMA";"Žensko - Obuća - Sandale";"24,99";"33,99";"29-30, 31-32, 33-34";"srebrna";"Dostupno";"https://woolf.hr/sandale-class-blown-up-proizvod-10454/"
"27018_AF383_20797";"IPANEMA SANDALE CLASS FLORA";"IPANEMA";"Dječje - Obuća - Sandale";"19,99";"24,99";"33-34";"pink";"Dostupno";"https://woolf.hr/sandale-class-flora-proizvod-9084/"
"83660_BC739_08679";"IPANEMA SANDALE CLASS INFINITY";"IPANEMA";"Žensko - Obuća - Sandale";"20,99";"25,99";"35-36, 40";"bez";"Dostupno";"https://woolf.hr/sandale-class-infinity-proizvod-11494/"
"83335_AH731_04121";"IPANEMA SANDALE FASHION SANDS";"IPANEMA";"Dječje - Obuća - Sandale";"19,99";"24,99";"32";"pink]]><![CDATA[sareno";"Dostupno";"https://woolf.hr/sandale-fashion-sands-proizvod-9102/"
"81997_BC815_35357";"IPANEMA SANDALE MY FIRST BABY";"IPANEMA";"Dječje - Obuća - Sandale";"17,99";"22,99";"21, 22-23";"pink";"Dostupno";"https://woolf.hr/sandale-my-first-baby-proizvod-11510/"
"27238_BH322_02586";"IPANEMA SANDALE SEMPRE NOVA DIVERSA";"IPANEMA";"Žensko - Obuća - Sandale";"29,99";"32,99";"35-36";"crna";"Dostupno";"https://woolf.hr/sandale-sempre-nova-diversa-proizvod-11499/"
"83485_AR576_09942";"IPANEMA SANDALE SUMMER BABY";"IPANEMA";"Dječje - Obuća - Sandale";"24,99";"30,99";"28-29";"ljubicasta]]><![CDATA[pink";"Dostupno";"https://woolf.hr/sandale-summer-baby-proizvod-10468/"
"83615_BC950_09942";"IPANEMA SANDALE SUMMER BABY";"IPANEMA";"Dječje - Obuća - Sandale";"26,99";"29,99";"19-20, 28-29";"zelena";"Dostupno";"https://woolf.hr/sandale-summer-baby-proizvod-11509/"
"83615_BC943_09942";"IPANEMA SANDALE SUMMER BABY";"IPANEMA";"Dječje - Obuća - Sandale";"26,99";"29,99";"24";"plava";"Dostupno";"https://woolf.hr/sandale-summer-baby-proizvod-11511/"
"2378_GREY";"ISABAC NATIKAČE";"ISABAC";"Žensko - Obuća - Anatomska obuća - Natikače";"15,99";"22,99";"37, 41";"siva";"Dostupno";"https://woolf.hr/natikace-proizvod-12862/"
"2378_BLACK";"ISABAC NATIKAČE";"ISABAC";"Žensko - Obuća - Anatomska obuća - Natikače";"15,99";"22,99";"39";"crna";"Dostupno";"https://woolf.hr/natikace-proizvod-12863/"
"2378_KHAKI";"ISABAC NATIKAČE";"ISABAC";"Žensko - Obuća - Anatomska obuća - Natikače";"15,99";"22,99";"36, 37";"bez";"Dostupno";"https://woolf.hr/natikace-proizvod-12864/"
"3520_BEIGE";"ISABAC SANDALE";"ISABAC";"Žensko - Obuća - Sandale";"17,99";"19,99";"36, 37";"bez";"Dostupno";"https://woolf.hr/sandale-proizvod-11724/"
"GROSSGLOCKNER_GREY_FUCHSIA";"Jela GLEŽNJAČE";"Jela";"Dječje - Obuća - Gležnjače";"26,99";"48,97";"29, 31";"pink]]><![CDATA[siva";"Dostupno";"https://woolf.hr/gleznjace-proizvod-7355/"
"HOGUN_GREY_ORANGE";"Jela KOŽNE BUCE";"Jela";"Dječje - Obuća - Buce";"32,99";"66,23";"31, 32";"narancasta]]><![CDATA[siva";"Dostupno";"https://woolf.hr/kozne-buce-proizvod-7353/"
"LYDIA_BEIGE";"Jela KOŽNE ČIZME";"Jela";"Dječje - Obuća - Buce";"34,99";"66,23";"25, 28";"bez";"Dostupno";"https://woolf.hr/kozne-cizme-proizvod-7352/"
"K391_BLACK";"JES MILE MODNE ČIZME";"JES MILE";"Žensko - Obuća - Gležnjače";"20,99";"39,99";"38";"crna";"Dostupno";"https://woolf.hr/modne-cizme-proizvod-11086/"
"sm-001219";"JIMMY JIMMY AF3 2u1 pekač i friteza na vrući zrak";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Kućna pomagala";"129,00";"129,00";"";"";"Dostupno";"https://woolf.hr/jimmy-af3-2u1-pekac-i-friteza-na-vruci-zrak-proizvod-12483/"
"sm-001196";"JIMMY JIMMY BX5 PRO ručni UV usisivač - sivi";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"99,00";"99,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx5-pro-rucni-uv-usisivac-sivi-proizvod-12504/"
"sm-000789";"JIMMY JIMMY BX6 ručni UV usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"119,00";"119,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx6-rucni-uv-usisivac-proizvod-12606/"
"sm-001231";"JIMMY JIMMY BX7 Dual ručni UV usisivač - sivi";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"149,00";"149,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx7-dual-rucni-uv-usisivac-sivi-proizvod-12578/"
"sm-001328";"JIMMY JIMMY BX7 Pro MAX ručni UV usisivač - sivi";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"169,00";"169,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx7-pro-max-rucni-uv-usisivac-sivi-proizvod-12618/"
"sm-000787";"JIMMY JIMMY BX7 PRO ručni UV usisivač - plavi";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"149,00";"149,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx7-pro-rucni-uv-usisivac-plavi-proizvod-12688/"
"sm-001022";"JIMMY JIMMY BX7 PRO ručni UV usisivač - sivi";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"149,00";"149,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx7-pro-rucni-uv-usisivac-sivi-proizvod-12587/"
"sm-001504";"JIMMY JIMMY BX8 Pro ručni UV usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"179,00";"179,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx8-pro-rucni-uv-usisivac-proizvod-12801/"
"sm-001348";"JIMMY JIMMY BX8 ručni UV usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"159,00";"159,00";"";"";"Dostupno";"https://woolf.hr/jimmy-bx8-rucni-uv-usisivac-proizvod-12800/"
"sm-000588";"JIMMY JIMMY F2 Nano sušilo za kosu";"JIMMY";"Uređaji - TEHNIKA - Osobna njega";"59,99";"59,99";"";"";"Dostupno";"https://woolf.hr/jimmy-f2-nano-susilo-za-kosu-proizvod-12593/"
"sm-001214";"JIMMY JIMMY F7 Nano Ultrasonic sušilo za kosu";"JIMMY";"Uređaji - TEHNIKA - Osobna njega";"149,00";"149,00";"";"";"Dostupno";"https://woolf.hr/jimmy-f7-nano-ultrasonic-susilo-za-kosu-proizvod-12535/"
"sm-001039";"JIMMY JIMMY F8 Nano Ultrasonic sušilo za kosu";"JIMMY";"Uređaji - TEHNIKA - Osobna njega";"199,00";"199,00";"";"";"Dostupno";"https://woolf.hr/jimmy-f8-nano-ultrasonic-susilo-za-kosu-proizvod-12577/"
"sm-001081";"JIMMY JIMMY H8 Flex - bežični usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"269,00";"269,00";"";"";"Dostupno";"https://woolf.hr/jimmy-h8-flex-bezicni-usisivac-proizvod-12548/"
"sm-001069";"JIMMY JIMMY H8 Upgraded - bežični usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"239,00";"239,00";"";"";"Dostupno";"https://woolf.hr/jimmy-h8-upgraded-bezicni-usisivac-proizvod-12441/"
"sm-442199";"JIMMY JIMMY H9 Pro bežični usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"369,00";"369,00";"";"";"Dostupno";"https://woolf.hr/jimmy-h9-pro-bezicni-usisivac-proizvod-12522/"
"sm-001156";"JIMMY JIMMY H10 Flex bežični usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"349,00";"349,00";"";"";"Dostupno";"https://woolf.hr/jimmy-h10-flex-bezicni-usisivac-proizvod-12557/"
"sm-001344";"JIMMY JIMMY H11 Pro bežični usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"449,00";"449,00";"";"";"Dostupno";"https://woolf.hr/jimmy-h11-pro-bezicni-usisivac-proizvod-12527/"
"sm-001345";"JIMMY JIMMY HF9 Hair Multi-styler - stilizator za oblikovanje kose";"JIMMY";"Uređaji - TEHNIKA - Osobna njega";"159,00";"159,00";"";"";"Dostupno";"https://woolf.hr/jimmy-hf9-hair-multi-styler-stilizator-za-oblikovanje-kose-proizvod-12600/"
"sm-001398";"JIMMY JIMMY JV9 Pro Aqua bežični usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"349,00";"349,00";"";"";"Dostupno";"https://woolf.hr/jimmy-jv9-pro-aqua-bezicni-usisivac-proizvod-12594/"
"sm-369827";"JIMMY JIMMY JV35 Ručni UV Usisivač - sivi";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"119,00";"119,00";"";"";"Dostupno";"https://woolf.hr/jimmy-jv35-rucni-uv-usisivac-sivi-proizvod-12561/"
"sm-001301";"JIMMY JIMMY JV83 Pro bežični usisivač";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"219,00";"219,00";"";"";"Dostupno";"https://woolf.hr/jimmy-jv83-pro-bezicni-usisivac-proizvod-12492/"
"sm-372191";"JIMMY JIMMY JV85 bežični usisivač - plavi";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"179,00";"229,00";"";"";"Dostupno";"https://woolf.hr/jimmy-jv85-bezicni-usisivac-plavi-proizvod-12528/"
"sm-371162";"JIMMY JIMMY JV85 Pro bežični usisivač - ljubičasti";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Ručni usisavači";"289,00";"289,00";"";"";"Dostupno";"https://woolf.hr/jimmy-jv85-pro-bezicni-usisivac-ljubicasti-proizvod-12532/"
"sm-001509";"JIMMY JIMMY Matrix I9 modul - ledomat s drobilicom";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Kućna pomagala";"349,00";"349,00";"";"";"Dostupno";"https://woolf.hr/jimmy-matrix-i9-modul-ledomat-s-drobilicom-proizvod-12829/"
"sm-001505";"JIMMY JIMMY Matrix M9 Pro - modularni sustav za pročišćavanje vode";"JIMMY";"Uređaji - TEHNIKA - Pametan dom - Kućna pomagala";"399,00";"399,00";"";"";"Dostupno";"https://woolf.hr/jimmy-matrix-m9-pro-modularni-sustav-za-prociscavanje-vode-proizvod-12831/"
